factor,ic,ic_abs,p_value,n_obs
auto_volume_ma_20_processed,0.008305203219928996,0.008305203219928996,0.20317821508532818,23479
auto_volume_ma_20_1_processed,0.008305203219928996,0.008305203219928996,0.20317821508532818,23479
auto_kurtosis_5_processed,0.008294199255203406,0.008294199255203406,0.2037775232578284,23479
auto_kurtosis_5_1_processed,0.008294199255203406,0.008294199255203406,0.2037775232578284,23479
auto_volume_ma_ratio_5_1_processed,0.007982753022491648,0.007982753022491648,0.2212766971871105,23479
auto_volume_ma_ratio_5_processed,0.007982753022491648,0.007982753022491648,0.2212766971871105,23479
auto_high_log_return_30_1_processed,-0.007943870726157041,0.007943870726157041,0.22353479178767222,23479
auto_high_log_return_30_processed,-0.007943870726157041,0.007943870726157041,0.22353479178767222,23479
auto_ma_cross_60_processed,-0.00791034078915189,0.00791034078915189,0.22549524204136517,23479
auto_ma_cross_60_1_processed,-0.00791034078915189,0.00791034078915189,0.22549524204136517,23479
auto_quantile_ratio_0.75_10_processed,-0.00783591948387423,0.00783591948387423,0.22989034246180254,23479
auto_quantile_ratio_0.75_10_1_processed,-0.00783591948387423,0.00783591948387423,0.22989034246180254,23479
auto_std_20_1_processed,-0.007614778597311566,0.007614778597311566,0.24330869403691469,23479
auto_std_20_processed,-0.007614778597311566,0.007614778597311566,0.24330869403691469,23479
