date,stock,shares,price,value
2021-03-31,601198.SH,10752,9.242201834862373,99372.15412844023
2021-03-31,300735.SZ,48,5.230033619723574,251.04161374673157
2021-03-31,000031.SZ,83,2.059288674033153,170.9209599447517
2021-03-31,002707.SZ,1599,6.347492101105855,10149.639869668263
2021-03-31,603369.SH,1550,74.03960403726695,114761.38625776378
2021-03-31,000545.SZ,98,2.791586538461538,273.57548076923075
2021-03-31,600261.SH,52,3.2805473684210478,170.5884631578945
2021-03-31,000802.SZ,80,2.982437185929642,238.59497487437136
2021-03-31,300756.SZ,6327,13.904912181303096,87976.37937110469
2021-03-31,601588.SH,176,1.605885885885887,282.63591591591614
2021-03-31,300218.SZ,100,15.840205735660865,1584.0205735660866
2021-03-31,300221.SZ,134,8.57669382504287,1149.2769725557446
2021-03-31,002489.SZ,2,2.9451639344262253,5.8903278688524505
2021-03-31,002878.SZ,9481,11.60023298589824,109981.8089393012
2021-03-31,601226.SH,15,4.089221311475408,61.33831967213113
2021-03-31,002233.SZ,11,11.915480844409688,131.07028928850656
2021-03-31,300192.SZ,7054,13.027049581005604,91892.80774441353
2021-03-31,002580.SZ,181,5.998194444444441,1085.6731944444439
2021-03-31,300707.SZ,16,10.339013092885354,165.42420948616567
2021-03-31,002716.SZ,248,1.965365853658537,487.41073170731715
2021-03-31,300864.SZ,1136,61.2832041320323,69617.7198939887
2021-03-31,605100.SH,79,32.448423740753775,2563.4254755195484
2021-03-31,300564.SZ,109,19.263358208955257,2099.706044776123
2021-03-31,688160.SH,4649,18.068428571428573,84000.12442857143
2021-03-31,002482.SZ,708,1.5152980132450318,1072.8309933774824
2021-03-31,603360.SH,77,5.684609241300636,437.714911580149
2021-03-31,600673.SH,266,2.471276381909556,657.3595175879419
2021-03-31,600279.SH,106,2.94513676148796,312.18449671772373
2021-03-31,600602.SH,293,3.960160523186686,1160.327033293699
2021-03-31,600115.SH,98,5.094291808873706,499.2405972696232
2021-03-31,688233.SH,6308,15.493701898409425,97734.27157516665
2021-03-31,001914.SZ,519,19.66165005112476,10204.39637653375
2021-03-31,603309.SH,20,10.827310709413387,216.54621418826775
2021-03-31,000995.SZ,949,10.943104838709678,10385.006491935485
2021-03-31,603908.SH,130,20.123071512309483,2615.999296600233
2021-03-31,300717.SZ,35,11.455603500301756,400.94612251056145
2021-03-31,600834.SH,9566,10.97024096385539,104941.32506024066
2021-03-31,000920.SZ,98,6.9130691964285775,677.4807812500006
2021-03-31,600313.SH,12600,7.505927419354851,94574.68548387113
2021-03-31,300468.SZ,11056,10.641734265734254,117655.01404195791
2021-03-31,300377.SZ,15,5.623334728033472,84.35002092050208
2021-03-31,603103.SH,97,12.91839837810442,1253.0846426761289
2021-03-31,002222.SZ,6367,18.60372028526144,118449.88705625958
2021-03-31,600015.SH,4324,5.38409090909091,23280.809090909093
2021-03-31,002042.SZ,83,2.851689189189184,236.69020270270227
2021-03-31,600138.SH,8640,12.857499999999993,111088.79999999994
2021-03-31,000045.SZ,10918,8.878031496062988,96930.3478740157
2021-03-31,603038.SH,9416,11.059811574697171,104139.18578734857
2021-03-31,002021.SZ,332,1.0956000000000006,363.7392000000002
2021-03-31,002483.SZ,87,5.173091334894616,450.0589461358316
2021-03-31,300893.SZ,3871,26.631003649635065,103088.61512773734
2021-03-31,601339.SH,771,5.023327114427858,3872.985205223879
2021-03-31,603220.SH,181,5.847538546255507,1058.4044768722467
2021-03-31,603661.SH,1048,86.66784640231668,90827.90302962788
2021-03-31,002425.SZ,1216,10.933094017093996,13294.642324786299
2021-03-31,001872.SZ,24,13.17927654609101,316.30263710618425
2021-03-31,000779.SZ,47,8.519004830917872,400.39322705314
2021-03-31,601996.SH,22466,3.98272727272728,89475.95090909107
2021-03-31,002675.SZ,4750,22.88211298377027,108690.03667290878
2021-03-31,603298.SH,2387,42.69101773323056,101903.45932922134
2021-03-31,000766.SZ,49084,2.191993911719943,107591.82916286169
2021-03-31,603860.SH,6365,16.211168478260873,103184.08736413046
2021-03-31,002535.SZ,181,1.1464399293286212,207.50562720848043
2021-03-31,000002.SZ,3508,28.025952088452023,98315.0399262897
2021-03-31,300548.SZ,89,13.970616570327564,1243.3848747591533
2021-03-31,000011.SZ,595,19.20643533123029,11427.829022082022
2021-03-31,002688.SZ,19747,4.988584474885846,98509.57762557079
2021-03-31,603458.SH,97,15.417309697601675,1495.4790406673626
2021-03-31,603995.SH,309,35.80225183823532,11062.895818014715
2021-03-31,300721.SZ,69,60.082281704781686,4145.677437629936
2021-03-31,002471.SZ,93,2.5420000000000007,236.40600000000006
2021-03-31,600678.SH,28232,4.178696158323628,117972.94994179267
2021-03-31,600053.SH,10467,8.856030568466203,92696.07196013574
2021-03-31,300465.SZ,278,10.549129377431926,2932.6579669260755
2021-03-31,002661.SZ,205,20.1225260642919,4125.11784317984
2021-03-31,600035.SH,220,2.497703488372096,549.4947674418611
2021-03-31,603279.SH,5017,18.812380518889352,94381.71306326787
2021-03-31,300803.SZ,76,16.79099009900991,1276.1152475247532
2021-03-31,600755.SH,161,5.878488529014844,946.4366531713899
2021-04-01,002907.SZ,200,9.433030484160216,1886.6060968320432
2021-04-01,000809.SZ,1400,1.4985355648535563,2097.949790794979
2021-04-01,600509.SH,100,13.958934316353885,1395.8934316353884
2021-04-01,000958.SZ,400,4.508289007092193,1803.3156028368771
2021-04-01,603616.SH,400,4.9529610778443125,1981.184431137725
2021-04-01,002246.SZ,20,5.764180921052623,115.28361842105247
2021-04-01,300447.SZ,58,13.55254509018037,786.0476152304615
2021-04-01,300878.SZ,78,28.21404244817377,2200.6953109575543
2021-04-01,002524.SZ,823,11.445822306238188,9419.91175803403
2021-04-01,002774.SZ,198,4.9139512987012965,972.9623571428567
2021-04-01,000826.SZ,20356,4.449032258064518,90564.50064516133
2021-04-01,002033.SZ,393,9.787571428571445,3846.515571428578
2021-04-01,300562.SZ,221,18.33065823605706,4051.0754701686105
2021-04-01,603659.SH,1193,104.99925154952656,125264.10709858518
2021-04-01,300872.SZ,47,15.168263426107398,712.9083810270477
2021-04-01,300171.SZ,46,62.084668508287294,2855.8947513812154
2021-04-01,300674.SZ,2652,47.10431720430104,124920.64922580635
2021-04-01,688101.SH,37091,11.762514792899417,436283.4361834323
2021-04-01,600872.SH,1991,59.44935351462287,118363.66284761413
2021-04-01,600177.SH,11170,9.26523676880224,103492.69470752102
2021-04-01,002795.SZ,82,8.50436229852836,697.3577084793255
2021-04-01,603093.SH,541,8.652112676056333,4680.7929577464765
2021-04-01,000411.SZ,7675,14.836252045826512,113868.23445171848
2021-04-01,600110.SH,1226,10.87848140495871,13337.01820247938
2021-04-01,002392.SZ,86,5.5893483709273335,480.6839598997507
2021-04-01,600808.SH,712,3.4339158576051787,2444.9480906148874
2021-04-01,002566.SZ,14727,7.324401197604784,107866.45643712566
2021-04-01,002749.SZ,10060,9.88136583400482,99406.54029008848
2021-04-01,600569.SH,94,2.6606249999999974,250.09874999999974
2021-04-01,600702.SH,687,228.14938815789503,156738.62966447388
2021-04-01,000506.SZ,183,1.537525597269625,281.36718430034136
2021-04-01,600728.SH,7,4.331033057851241,30.317231404958687
2021-04-01,600712.SH,362,1.481666666666667,536.3633333333335
2021-04-01,600333.SH,1194,6.25642857142857,7470.175714285712
2021-04-01,300182.SZ,172,2.9282513661202145,503.6592349726769
2021-04-01,000937.SZ,89,3.768016304347823,335.3534510869563
2021-04-01,300819.SZ,1439,67.29967741935484,96844.23580645162
2021-04-01,605336.SH,668,23.658154659805604,15803.647312750143
2021-04-01,000816.SZ,14302,6.4466225165562845,92199.59523178799
2021-04-01,601899.SH,609,19.93624210526319,12141.171442105282
2021-04-01,601689.SH,98,61.43278327832788,6020.412761276132
2021-04-01,600929.SH,92,4.374803328290477,402.48190620272385
2021-04-01,300720.SZ,3152,31.740012828736365,100044.52043617702
2021-04-01,002927.SZ,19843,5.1613434294088885,102416.53766976057
2021-04-01,601015.SH,7849,13.788738390092886,108227.80762383906
2021-04-01,002170.SZ,73,4.634776785714279,338.3387053571424
2021-04-01,002494.SZ,96,2.1924092409240954,210.47128712871316
2021-04-01,000680.SZ,24600,4.991472972972973,122790.23513513514
2021-04-01,002240.SZ,2158,52.27335947302392,112805.90974278563
2021-04-01,601198.SH,10879,9.37733944954127,102016.07587155947
2021-04-01,300735.SZ,48,5.3377222637280575,256.21066865894676
2021-04-01,000031.SZ,84,2.138674033149176,179.64861878453075
2021-04-01,002707.SZ,1609,6.420284360189582,10330.237535545037
2021-04-01,603369.SH,1537,73.71917934782594,113306.37865760847
2021-04-01,000545.SZ,96,2.6885416666666666,258.1
2021-04-01,600261.SH,51,3.2888947368421,167.7336315789471
2021-04-01,000802.SZ,79,2.948314070351753,232.9168115577885
2021-04-01,300756.SZ,6235,13.659403682719526,85166.38196175624
2021-04-01,601588.SH,175,1.6059009009009024,281.0326576576579
2021-04-01,300218.SZ,100,15.749298628428946,1574.9298628428946
2021-04-01,300221.SZ,134,8.537049742710106,1143.9646655231543
2021-04-01,002489.SZ,2,2.968032786885241,5.936065573770482
2021-04-01,601226.SH,15,4.200281030444964,63.004215456674466
2021-04-01,002233.SZ,11,11.934777169663793,131.2825488663017
2021-04-01,300192.SZ,7288,13.52350384078214,98559.29599162024
2021-04-01,002580.SZ,184,6.186444444444442,1138.3057777777774
2021-04-01,300707.SZ,16,11.177241847826064,178.83586956521702
2021-04-01,002716.SZ,246,1.9385714285714288,476.8885714285715
2021-04-01,300864.SZ,1103,58.21909423563428,64215.660941904614
2021-04-01,605100.SH,78,32.04007485029939,2499.1258383233526
2021-04-01,300564.SZ,106,18.868591417910483,2000.0706902985112
2021-04-01,688160.SH,4704,18.26865907099036,85935.77226993865
2021-04-01,002482.SZ,713,1.544370860927151,1101.1364238410586
2021-04-01,603360.SH,76,5.625410011409023,427.5311608670857
2021-04-01,600673.SH,264,2.4563291457286502,648.4708944723636
2021-04-01,600279.SH,105,2.927199124726472,307.35590809627956
2021-04-01,600602.SH,291,3.986218787158147,1159.9896670630208
2021-04-01,600115.SH,96,4.918681740614321,472.19344709897484
2021-04-01,688233.SH,6371,15.825423293996906,100823.77180605428
2021-04-01,603309.SH,20,10.945736698499337,218.91473396998674
2021-04-01,000995.SZ,949,10.799946774193549,10249.149488709678
2021-04-01,603908.SH,130,20.28515533411488,2637.0701934349345
2021-04-01,300717.SZ,34,11.397474351237182,387.5141279420642
2021-04-01,600834.SH,9587,11.021807228915634,105666.06590361419
2021-04-01,000920.SZ,95,6.772596726190482,643.3966889880958
2021-04-01,600313.SH,12678,7.580064516129045,96100.05793548404
2021-04-01,300468.SZ,10811,10.189665734265724,110160.47625314674
2021-04-01,300377.SZ,14,5.407531380753137,75.70543933054392
2021-04-01,603103.SH,97,12.96705524581856,1257.8043588444004
2021-04-01,002222.SZ,6450,19.052553486529277,122888.96998811384
2021-04-01,600015.SH,4317,5.365292207792208,23161.96646103896
2021-04-01,002042.SZ,87,3.0836824324324272,268.28037162162116
2021-04-01,600138.SH,8484,12.444791015624991,105581.60697656243
2021-04-01,000045.SZ,10652,8.543615485564299,91006.5921522309
2021-04-01,603038.SH,9261,10.68988055181696,98998.98379037688
2021-04-01,002021.SZ,342,1.1542500000000004,394.75350000000014
2021-04-01,002483.SZ,88,5.378758782201409,473.330772833724
2021-04-01,300893.SZ,3874,26.951375912408785,104409.63028467163
2021-04-01,601339.SH,764,4.95090174129353,3782.488930348257
2021-04-01,000592.SZ,4917,2.7785813148788936,13662.28432525952
2021-04-01,603220.SH,182,5.957167400881057,1084.2044669603524
2021-04-01,603661.SH,1025,82.45803631098231,84519.48721875687
2021-04-01,002425.SZ,1211,10.841055555555537,13128.518277777755
2021-04-01,001872.SZ,23,13.221433780630102,304.09297695449237
2021-04-01,000779.SZ,46,8.496362318840577,390.8326666666665
2021-04-01,601996.SH,22266,3.9122377622377686,87109.88601398615
2021-04-01,002675.SZ,4700,22.3418008739076,105006.46410736573
2021-04-01,603298.SH,2373,42.14884155744027,100019.20101580577
2021-04-01,000766.SZ,50240,2.2942237442922417,115261.80091324223
2021-04-01,603860.SH,6217,15.68213768115942,97495.84996376811
2021-04-01,000002.SZ,3488,27.381576320638757,95506.93820638799
2021-04-01,603126.SH,596,21.16772727272732,12615.965454545481
2021-04-01,300548.SZ,93,15.802232314891285,1469.6076052848894
2021-04-01,000011.SZ,582,18.48110410094638,10756.002586750792
2021-04-01,002688.SZ,20543,5.271111111111112,108284.43555555557
2021-04-01,603458.SH,94,15.102732012513044,1419.6568091762263
2021-04-01,603995.SH,305,35.478794117647084,10821.03220588236
2021-04-01,300721.SZ,70,62.34836798336795,4364.385758835757
2021-04-01,002471.SZ,88,2.3747500000000006,208.97800000000007
2021-04-01,600678.SH,27949,4.119621653084979,115139.30558207209
2021-04-01,600053.SH,10831,9.343975688237382,101204.60067929908
2021-04-01,300465.SZ,277,10.46330982490274,2898.336821498059
2021-04-01,002661.SZ,204,20.026781059947847,4085.4633362293607
2021-04-01,600035.SH,216,2.417441860465119,522.1674418604657
2021-04-01,603279.SH,5026,18.828618570778293,94632.6369367317
2021-04-01,300803.SZ,75,16.33042269611577,1224.7817022086829
2021-04-01,600755.SH,161,5.916457489878543,952.5496558704455
2021-04-02,000605.SZ,100,6.833485611510799,683.3485611510799
2021-04-02,002535.SZ,700,1.258869257950529,881.2084805653702
2021-04-02,002246.SZ,19,5.718539473684202,108.65224999999984
2021-04-02,300447.SZ,58,13.57611222444891,787.4145090180367
2021-04-02,300878.SZ,78,28.03491115498522,2186.723070088847
2021-04-02,002524.SZ,814,11.551134215500948,9402.623251417772
2021-04-02,002774.SZ,200,4.9800974025974005,996.0194805194801
2021-04-02,000826.SZ,19847,4.238838709677421,84128.23187096778
2021-04-02,002033.SZ,387,9.629067460317474,3726.4491071428624
2021-04-02,300562.SZ,222,18.631809338521396,4136.26167315175
2021-04-02,000958.SZ,387,4.335106382978718,1677.6861702127637
2021-04-02,603659.SH,1210,107.05554905858985,129537.21436089372
2021-04-02,300872.SZ,49,16.526110022213498,809.7793910884614
2021-04-02,300171.SZ,46,62.19451657458564,2860.9477624309393
2021-04-02,300674.SZ,2646,46.77087544802863,123755.73643548376
2021-04-02,688101.SH,36994,11.6298076923077,430233.1057692311
2021-04-02,600177.SH,11115,9.202855153203354,102289.73502785528
2021-04-02,002795.SZ,81,8.13957603363698,659.3056587245953
2021-04-02,603093.SH,537,8.480457746478868,4554.005809859152
2021-04-02,000411.SZ,7606,14.42377659574468,109707.24478723404
2021-04-02,600110.SH,1236,10.972644628099207,13562.18876033062
2021-04-02,002392.SZ,84,5.410369674185477,454.4710526315801
2021-04-02,600808.SH,688,3.2777184466019427,2255.0702912621364
2021-04-02,002566.SZ,14371,7.207005988023945,103571.88305389212
2021-04-02,002749.SZ,9987,9.705930701047526,96933.12991136164
2021-04-02,600569.SH,92,2.653320312499997,244.10546874999972
2021-04-02,000506.SZ,183,1.5648293515358362,286.36377133105805
2021-04-02,600728.SH,7,4.369702995867771,30.587920971074396
2021-04-02,600712.SH,363,1.490420489296636,541.0226376146788
2021-04-02,600333.SH,1179,6.123295238095236,7219.365085714283
2021-04-02,300182.SZ,173,2.9753825136611987,514.7411748633874
2021-04-02,000937.SZ,86,3.617669836956518,311.11960597826055
2021-04-02,300819.SZ,1464,68.38623041474654,100117.44132718892
2021-04-02,605336.SH,675,24.07892224128073,16253.272512864492
2021-04-02,000816.SZ,14439,6.555546357615887,94655.5338576158
2021-04-02,601899.SH,633,21.294326315789508,13479.30855789476
2021-04-02,601689.SH,98,61.24702145214526,6002.2081023102355
2021-04-02,600929.SH,92,4.368706505295013,401.9209984871412
2021-04-02,300720.SZ,3127,30.982052597819123,96880.8784733804
2021-04-02,002927.SZ,19649,5.087513434294086,99964.55147044451
2021-04-02,601015.SH,7720,13.54736842105264,104585.68421052638
2021-04-02,002170.SZ,72,4.567499999999994,328.85999999999956
2021-04-02,002494.SZ,96,2.213506600660069,212.49663366336662
2021-04-02,000680.SZ,24542,4.974054054054054,122073.2345945946
2021-04-02,002240.SZ,2164,52.14493412798,112841.63745294872
2021-04-02,601198.SH,10879,9.400634556574907,102269.50334097842
2021-04-02,300735.SZ,49,5.617791370937621,275.2717771759434
2021-04-02,000031.SZ,84,2.145493784530391,180.22147790055283
2021-04-02,603369.SH,1585,78.07892857142843,123755.10178571407
2021-04-02,000545.SZ,97,2.7468269230769224,266.4422115384615
2021-04-02,600261.SH,51,3.3473684210526256,170.7157894736839
2021-04-02,000802.SZ,81,3.070628140703511,248.7208793969844
2021-04-02,300756.SZ,6545,14.675322237960318,96049.98404745029
2021-04-02,601588.SH,178,1.6460585585585603,292.99842342342373
2021-04-02,300218.SZ,100,15.840489401496274,1584.0489401496275
2021-04-02,300221.SZ,130,8.29674099485419,1078.5763293310447
2021-04-02,002489.SZ,2,3.018266978922712,6.036533957845424
2021-04-02,601226.SH,14,4.091686182669789,57.28360655737704
2021-04-02,002233.SZ,10,11.720785770132906,117.20785770132906
2021-04-02,300192.SZ,7142,13.200183310055882,94275.7092004191
2021-04-02,300707.SZ,15,11.22987277667982,168.44809165019728
2021-04-02,002716.SZ,243,1.9160278745644603,465.5947735191639
2021-04-02,300864.SZ,1092,57.0306047464161,62277.420383086384
2021-04-02,605100.SH,79,32.88058295174356,2597.5660531877415
2021-04-02,300564.SZ,105,18.63550106609811,1956.7276119403018
2021-04-02,688160.SH,4805,19.01726993865031,91377.98205521473
2021-04-02,002482.SZ,718,1.5633940397350978,1122.5169205298002
2021-04-02,603360.SH,75,5.611392612664013,420.854445949801
2021-04-02,600673.SH,259,2.377437185929656,615.7562311557809
2021-04-02,600279.SH,103,2.8793654266958373,296.5746389496712
2021-04-02,600602.SH,293,4.036287158145068,1182.632137336505
2021-04-02,002907.SZ,202,9.691900777047245,1957.7639569635435
2021-04-02,600115.SH,96,4.941599829351522,474.3935836177461
2021-04-02,688233.SH,6671,17.129345818368375,114269.86595433543
2021-04-02,603309.SH,19,10.803615279672597,205.26869031377933
2021-04-02,000995.SZ,977,11.423988709677422,11161.23696935484
2021-04-02,603616.SH,378,4.4972245508982045,1699.9508802395212
2021-04-02,603908.SH,128,20.005751270027343,2560.7361625635
2021-04-02,300717.SZ,34,11.449336149668085,389.2774290887149
2021-04-02,600834.SH,9808,11.438390227576942,112187.73135207465
2021-04-02,000920.SZ,92,6.430513392857149,591.6072321428577
2021-04-02,600313.SH,12599,7.451620967741949,93882.97257258081
2021-04-02,300468.SZ,10987,10.569319580419569,116125.1142300698
2021-04-02,300377.SZ,14,5.753799163179916,80.55318828451882
2021-04-02,603103.SH,98,13.192891535732397,1292.9033705017748
2021-04-02,002222.SZ,6296,18.37038827258316,115659.96456418357
2021-04-02,600015.SH,4290,5.315318181818182,22802.715
2021-04-02,002042.SZ,89,3.330972972972967,296.4565945945941
2021-04-02,600138.SH,8895,13.290691406249996,118220.70005859372
2021-04-02,000045.SZ,11010,8.948195538057735,98519.63287401566
2021-04-02,603038.SH,9349,10.734542395693138,100357.23685733514
2021-04-02,002021.SZ,340,1.1594000000000009,394.1960000000003
2021-04-02,002483.SZ,84,5.044549180327872,423.7421311475412
2021-04-02,300893.SZ,3875,26.49587347931876,102671.5097323602
2021-04-02,601339.SH,772,5.000932835820892,3860.720149253729
2021-04-02,000592.SZ,4726,2.6071972318339114,12321.614117647065
2021-04-02,603220.SH,184,6.100057268722467,1122.4105374449339
2021-04-02,603661.SH,1018,80.67115615950092,82123.23697037195
2021-04-02,002425.SZ,1224,10.984658119658096,13445.22153846151
2021-04-02,001872.SZ,23,13.274172987164524,305.3059787047841
2021-04-02,000779.SZ,45,8.342946859903378,375.432608695652
2021-04-02,601996.SH,21532,3.7353933566433626,80430.48975524488
2021-04-02,002675.SZ,4734,22.439450686641685,106228.35955056174
2021-04-02,603298.SH,2340,40.78181380107944,95429.44429452588
2021-04-02,000766.SZ,48698,2.220928462709289,108154.77427701696
2021-04-02,603860.SH,6232,15.55125905797102,96915.44644927539
