date,stock,shares,price,value
2023-02-17,002482.SZ,79,0.7989955849889624,63.12065121412803
2023-02-17,300947.SZ,76,2.126844649021864,161.64019332566167
2023-02-17,300872.SZ,44,2.662516660133275,117.15073304586409
2023-02-17,300182.SZ,24,7.537418032786859,180.8980327868846
2023-02-20,000826.SZ,73,1.4740268817204265,107.60396236559113
2023-02-20,601588.SH,78,1.2820945945945943,100.00337837837836
2023-02-20,002042.SZ,10,1.350462837837835,13.50462837837835
2023-02-20,300465.SZ,23,10.44314202334633,240.19226653696558
2023-02-20,002021.SZ,95,1.214460000000002,115.3737000000002
2023-02-20,600569.SH,38,1.9446875000000048,73.89812500000018
2023-02-20,002535.SZ,93,3.1510335689045887,293.04612190812674
2023-02-20,002482.SZ,78,0.7916721854304632,61.75043046357613
2023-02-20,300947.SZ,76,2.1610184119677784,164.23739930955117
2023-02-20,300872.SZ,44,2.663608388867105,117.19876911015263
2023-02-20,300182.SZ,24,7.718196721311449,185.23672131147475
2023-02-21,000826.SZ,73,1.4830026881720393,108.25919623655886
2023-02-21,601588.SH,79,1.321171171171171,104.37252252252252
2023-02-21,002042.SZ,10,1.383783783783781,13.83783783783781
2023-02-21,300465.SZ,22,10.22480544747084,224.9457198443585
2023-02-21,002021.SZ,96,1.230240000000002,118.10304000000019
2023-02-21,600569.SH,39,2.050683593750005,79.97666015625019
2023-02-21,002535.SZ,93,3.140556537102469,292.0717579505296
2023-02-21,002482.SZ,78,0.8000496688741721,62.40387417218542
2023-02-21,300947.SZ,76,2.185136939010356,166.07040736478706
2023-02-21,300872.SZ,44,2.735378609695538,120.35665882660366
2023-02-21,300182.SZ,24,7.93036885245899,190.32885245901576
2023-02-22,000826.SZ,72,1.4611182795698887,105.20051612903198
2023-02-22,601588.SH,79,1.3211711711711709,104.3725225225225
2023-02-22,002042.SZ,10,1.3805405405405375,13.805405405405375
2023-02-22,300465.SZ,22,10.230000000000024,225.0600000000005
2023-02-22,600569.SH,39,2.0641601562500056,80.50224609375022
2023-02-22,002535.SZ,97,3.35978798586572,325.89943462897486
2023-02-22,002482.SZ,77,0.7969094922737306,61.36203090507726
2023-02-22,300947.SZ,76,2.1954476409666275,166.85402071346368
2023-02-22,300872.SZ,44,2.717466679733432,119.56853390827101
2023-02-22,300182.SZ,23,7.67846311475407,176.60465163934361
2023-02-23,000826.SZ,71,1.4433387096774155,102.4770483870965
2023-02-23,601588.SH,79,1.3274774774774771,104.8707207207207
2023-02-23,002042.SZ,10,1.3924459459459428,13.924459459459428
2023-02-23,300465.SZ,21,9.76595330739302,205.08501945525342
2023-02-23,600569.SH,39,2.0911816406250057,81.55608398437522
2023-02-23,002535.SZ,96,3.447791519434624,330.9879858657239
2023-02-23,002482.SZ,78,0.8158830022075054,63.638874172185425
2023-02-23,300947.SZ,75,2.1783932681242804,163.37949510932103
2023-02-23,300872.SZ,43,2.64915229321834,113.91354860838861
2023-02-23,300182.SZ,22,7.387732240437133,162.53010928961692
2023-02-24,000826.SZ,70,1.4325268817204264,100.27688172042986
2023-02-24,601588.SH,78,1.3070270270270268,101.94810810810809
2023-02-24,002042.SZ,10,1.4153108108108077,14.153108108108077
2023-02-24,300465.SZ,21,9.666889591439714,203.004681420234
2023-02-24,600569.SH,39,2.0866699218750058,81.38012695312523
2023-02-24,002535.SZ,100,3.663180212014128,366.3180212014128
2023-02-24,002482.SZ,77,0.8126986754966887,62.57779801324503
2023-02-24,300947.SZ,74,2.1606271576524736,159.88640966628304
2023-02-24,300872.SZ,43,2.638954331634647,113.47503626028981
2023-02-24,300182.SZ,22,7.295915300546423,160.5101366120213
2023-02-27,000826.SZ,68,1.3945026881720393,94.82618279569867
2023-02-27,601588.SH,77,1.2914189189189187,99.43925675675673
2023-02-27,002042.SZ,9,1.4065743243243212,12.65916891891889
2023-02-27,300465.SZ,20,9.411089494163448,188.22178988326897
2023-02-27,600569.SH,38,2.064130859375006,78.43697265625022
2023-02-27,002535.SZ,95,3.475176678445224,330.14178445229624
2023-02-27,002482.SZ,80,0.8620309050772627,68.962472406181
2023-02-27,300947.SZ,72,2.1053164556962014,151.5827848101265
2023-02-27,300872.SZ,41,2.517715601724808,103.22633967071714
2023-02-27,300182.SZ,21,7.012622950819647,147.2650819672126
2023-02-28,000826.SZ,68,1.4100403225806415,95.88274193548362
2023-02-28,601588.SH,77,1.303896396396396,100.4000225225225
2023-02-28,002042.SZ,9,1.439432432432429,12.954891891891862
2023-02-28,300465.SZ,20,9.640252918287963,192.80505836575927
2023-02-28,600569.SH,38,2.0619140625000054,78.35273437500021
2023-02-28,002535.SZ,95,3.390229681978793,322.07181978798536
2023-02-28,002482.SZ,79,0.869801324503311,68.71430463576158
2023-02-28,300947.SZ,72,2.111619677790563,152.03661680092054
2023-02-28,300872.SZ,41,2.5959623676989363,106.43445707565638
2023-02-28,300182.SZ,21,7.200853825136587,151.21793032786832
2023-03-01,000826.SZ,68,1.4325268817204266,97.41182795698901
2023-03-01,601588.SH,77,1.329046546546546,102.33658408408404
2023-03-01,002042.SZ,9,1.4482972972972938,13.034675675675645
2023-03-01,300465.SZ,20,9.979360408560336,199.58720817120673
2023-03-01,600569.SH,38,2.082158203125006,79.12201171875023
2023-03-01,002535.SZ,93,3.346625441696108,311.23616607773806
2023-03-01,002482.SZ,79,0.8632450331125827,68.19635761589403
2023-03-01,300947.SZ,72,2.157053509781357,155.3078527042577
2023-03-01,300872.SZ,42,2.764750751339338,116.1195315562522
2023-03-01,300182.SZ,22,8.234897540983578,181.1677459016387
2023-03-02,000826.SZ,67,1.4286021505376312,95.7163440860213
2023-03-02,601588.SH,76,1.329054054054054,101.0081081081081
2023-03-02,002042.SZ,9,1.464932432432429,13.184391891891861
2023-03-02,300465.SZ,19,10.066123540856058,191.2563472762651
2023-03-02,600569.SH,38,2.1549316406250063,81.88740234375024
2023-03-02,002535.SZ,90,3.22526501766784,290.2738515901056
2023-03-02,002482.SZ,80,0.888526490066225,71.082119205298
2023-03-02,300947.SZ,71,2.1728633486766387,154.27329775604136
2023-03-02,300872.SZ,42,2.798682869462949,117.54468051744387
2023-03-02,300182.SZ,21,8.495778688524561,178.4113524590158
2023-03-03,000826.SZ,67,1.4334999999999969,96.04449999999979
2023-03-03,601588.SH,76,1.3480780780780777,102.4539339339339
2023-03-03,002042.SZ,9,1.4693918918918885,13.224527027026996
2023-03-03,300465.SZ,18,9.742149805447497,175.35869649805494
2023-03-03,600569.SH,38,2.1917382812500064,83.28605468750024
2023-03-03,002535.SZ,90,3.209416961130737,288.8475265017663
2023-03-03,002482.SZ,81,0.9265452538631348,75.05016556291392
2023-03-03,300947.SZ,70,2.155097813578825,150.85684695051773
2023-03-03,300872.SZ,41,2.742544100352797,112.44430811446468
2023-03-03,300182.SZ,20,8.212472677595601,164.249453551912
2023-03-06,000826.SZ,66,1.4305591397849429,94.41690322580622
2023-03-06,601588.SH,75,1.33536036036036,100.152027027027
2023-03-06,002042.SZ,8,1.4616047297297263,11.69283783783781
2023-03-06,300465.SZ,18,9.703307392996132,174.6595330739304
2023-03-06,600569.SH,37,2.157187500000006,79.81593750000022
2023-03-06,002535.SZ,90,3.2360954063604184,291.24858657243766
2023-03-06,002482.SZ,80,0.9220529801324504,73.76423841059604
2023-03-06,300947.SZ,69,2.131145857307249,147.04906415420018
2023-03-06,300872.SZ,40,2.6921338037370903,107.6853521494836
2023-03-06,300182.SZ,19,8.033702185792324,152.64034153005414
2023-03-07,000826.SZ,64,1.3924919354838676,89.11948387096753
2023-03-07,601588.SH,73,1.299189189189189,94.8408108108108
2023-03-07,002042.SZ,7,1.4065439189189155,9.845807432432409
2023-03-07,300465.SZ,17,9.234426070038936,156.9852431906619
2023-03-07,600569.SH,36,2.118359375000006,76.26093750000021
2023-03-07,002535.SZ,88,3.1325795053003485,275.66699646643065
2023-03-07,002482.SZ,79,0.915292494481236,72.30810706401763
2023-03-07,300947.SZ,67,2.0339240506329106,136.272911392405
2023-03-07,300872.SZ,38,2.561836534692272,97.34978831830632
2023-03-07,300182.SZ,18,7.656249999999976,137.81249999999957
2023-03-08,000826.SZ,64,1.3983709677419325,89.49574193548368
2023-03-08,601588.SH,73,1.294534534534534,94.50102102102099
2023-03-08,002042.SZ,7,1.420777027027024,9.945439189189168
2023-03-08,300465.SZ,17,9.54313229571987,162.23324902723778
2023-03-08,600569.SH,36,2.1002343750000056,75.6084375000002
2023-03-08,002535.SZ,89,3.166881625441691,281.8524646643105
2023-03-08,002482.SZ,80,0.936754966887417,74.94039735099336
2023-03-08,300947.SZ,68,2.0662266973532786,140.50341542002295
2023-03-08,300872.SZ,39,2.621227623154312,102.22787730301816
2023-03-08,300182.SZ,18,7.692923497267737,138.47262295081927
2023-03-09,000826.SZ,64,1.4384032258064483,92.05780645161269
2023-03-09,601588.SH,72,1.2914189189189185,92.98216216216213
2023-03-09,002042.SZ,6,1.403310810810808,8.419864864864849
2023-03-09,300465.SZ,17,9.900564202334651,168.3095914396891
2023-03-09,600569.SH,36,2.1115625000000064,76.01625000000023
2023-03-09,002535.SZ,89,3.2387632508833866,288.2499293286214
2023-03-09,002482.SZ,78,0.9243046357615894,72.09576158940398
2023-03-09,300947.SZ,72,2.306157077100114,166.0433095512082
2023-03-09,300872.SZ,39,2.745250228668489,107.06475891807108
2023-03-09,300182.SZ,19,8.50268442622948,161.55100409836012
2023-03-10,000826.SZ,62,1.3954301075268785,86.51666666666647
2023-03-10,601588.SH,70,1.257387387387387,88.0171171171171
2023-03-10,002042.SZ,5,1.3848547297297265,6.924273648648632
2023-03-10,300465.SZ,17,10.140476653696522,172.38810311284087
2023-03-10,600569.SH,35,2.035019531250006,71.2256835937502
2023-03-10,002535.SZ,86,3.1011484098939874,266.6987632508829
2023-03-10,002482.SZ,76,0.9007284768211916,68.45536423841057
2023-03-10,300947.SZ,70,2.267548906789413,158.72842347525892
2023-03-10,300872.SZ,39,2.7833895204494907,108.55219129753014
2023-03-10,300182.SZ,18,8.332745901639319,149.98942622950773
2023-03-13,000826.SZ,61,1.3617956989247282,83.06953763440842
2023-03-13,601588.SH,69,1.2390315315315308,85.49317567567563
2023-03-13,002042.SZ,4,1.3526081081081052,5.410432432432421
2023-03-13,300465.SZ,17,10.936145428015587,185.91447227626497
2023-03-13,600569.SH,34,2.001777343750005,68.06042968750018
2023-03-13,002535.SZ,83,2.9154593639575923,241.98312720848017
2023-03-13,002482.SZ,75,0.8863134657836642,66.47350993377482
2023-03-13,300947.SZ,68,2.1685023014959715,147.45815650172605
2023-03-13,300872.SZ,39,2.900358356200176,113.11397589180686
2023-03-13,300182.SZ,18,8.336372950819648,150.05471311475367
2023-03-14,000826.SZ,59,1.3266129032258034,78.2701612903224
2023-03-14,601588.SH,68,1.2207882882882877,83.01360360360356
2023-03-14,002042.SZ,3,1.3133445945945916,3.940033783783775
2023-03-14,300465.SZ,16,10.69389105058368,171.10225680933888
2023-03-14,600569.SH,33,1.957783203125005,64.60684570312517
2023-03-14,002535.SZ,82,2.8550530035335635,234.1143462897522
2023-03-14,002482.SZ,75,0.8852097130242823,66.39072847682117
2023-03-14,300947.SZ,66,2.054319620253164,135.58509493670883
2023-03-14,300872.SZ,38,2.86307657127923,108.79690970861074
2023-03-14,300182.SZ,18,8.729672131147515,157.13409836065526
2023-03-15,000826.SZ,59,1.3484274193548356,79.5572177419353
2023-03-15,601588.SH,69,1.254316816816816,86.5478603603603
2023-03-15,002042.SZ,3,1.3228479729729696,3.968543918918909
2023-03-15,300465.SZ,15,10.286972276264615,154.30458414396924
2023-03-15,600569.SH,34,2.0372070312500057,69.2650390625002
2023-03-15,002535.SZ,84,2.9819081272084755,250.48028268551195
2023-03-15,002482.SZ,75,0.8907450331125825,66.80587748344368
2023-03-15,300947.SZ,67,2.1139470655926345,141.6344533947065
2023-03-15,300872.SZ,37,2.837052136417084,104.97092904743212
2023-03-15,300182.SZ,17,8.415300546448062,143.06010928961706
2023-03-16,000826.SZ,58,1.3256720430107496,76.88897849462347
2023-03-16,601588.SH,67,1.2329279279279273,82.60617117117113
2023-03-16,002042.SZ,2,1.302837837837835,2.60567567567567
2023-03-16,300465.SZ,14,9.87898832684827,138.3058365758758
2023-03-16,600569.SH,32,1.9664941406250056,62.92781250000018
2023-03-16,002535.SZ,85,3.0750530035335646,261.379505300353
2023-03-16,002482.SZ,74,0.8830022075055186,65.34216335540837
2023-03-16,300947.SZ,65,2.0305650172612197,131.98672612197927
2023-03-16,300872.SZ,37,2.9193420880700307,108.01565725859113
2023-03-16,300182.SZ,17,8.442274590163908,143.51866803278645
2023-03-17,000826.SZ,58,1.3341935483870937,77.38322580645143
2023-03-17,601588.SH,67,1.239031531531531,83.01511261261258
2023-03-17,002042.SZ,2,1.308091216216213,2.616182432432426
2023-03-17,300465.SZ,14,10.611945525291851,148.56723735408593
2023-03-17,600569.SH,32,1.9775390625000056,63.28125000000018
2023-03-17,002535.SZ,83,3.023109540636038,250.91809187279117
2023-03-17,002482.SZ,72,0.8654083885209711,62.30940397350992
2023-03-17,300947.SZ,65,2.0447514384349823,132.90884349827385
2023-03-17,300872.SZ,37,2.9729380635045013,109.99870834966654
2023-03-17,300182.SZ,17,9.175081967213089,155.9763934426225
2023-03-20,000826.SZ,57,1.3040483870967714,74.33075806451598
2023-03-20,601588.SH,67,1.242079579579579,83.2193318318318
2023-03-20,002042.SZ,2,1.3344999999999974,2.6689999999999947
2023-03-20,300465.SZ,13,10.505963035019478,136.57751945525322
2023-03-20,600569.SH,31,1.9099609375000053,59.208789062500166
2023-03-20,002535.SZ,81,2.918109540636037,236.366872791519
2023-03-20,002482.SZ,71,0.840480132450331,59.674089403973504
2023-03-20,300947.SZ,64,2.0092094361334865,128.58940391254313
2023-03-20,300872.SZ,36,2.8999509996079897,104.39823598588762
2023-03-20,300182.SZ,17,9.490266393442594,161.3345286885241
2023-03-21,000826.SZ,57,1.312499999999997,74.81249999999983
2023-03-21,601588.SH,67,1.235983483483483,82.81089339339337
2023-03-21,002042.SZ,2,1.3440675675675646,2.6881351351351293
2023-03-21,300465.SZ,13,10.865116731517537,141.24651750972797
2023-03-21,600569.SH,31,1.897070312500005,58.809179687500155
2023-03-21,002535.SZ,81,2.9131007067137764,235.96115724381588
2023-03-21,002482.SZ,70,0.8329580573951433,58.30706401766003
2023-03-21,300947.SZ,65,2.0569999999999995,133.70499999999996
2023-03-21,300872.SZ,35,2.8038357506859986,98.13425127400996
2023-03-21,300182.SZ,17,9.643736338797783,163.94351775956233
2023-03-22,000826.SZ,57,1.33513709677419,76.10281451612883
2023-03-22,601588.SH,67,1.239031531531531,83.01511261261258
2023-03-22,002042.SZ,2,1.3945743243243214,2.7891486486486428
2023-03-22,300465.SZ,13,11.606911478599246,150.8898492217902
2023-03-22,600569.SH,30,1.882031250000005,56.46093750000015
2023-03-22,002535.SZ,79,2.849999999999995,225.1499999999996
2023-03-22,002482.SZ,70,0.8308167770419425,58.15717439293597
2023-03-22,300947.SZ,67,2.21398158803222,148.33676639815872
2023-03-22,300872.SZ,35,2.942826995949293,102.99894485822526
2023-03-22,300182.SZ,17,10.527090163934393,178.96053278688467
2023-03-23,000826.SZ,56,1.3304086021505344,74.50288172042993
2023-03-23,601588.SH,67,1.237507507507507,82.91300300300297
2023-03-23,002042.SZ,2,1.4782499999999967,2.9564999999999935
2023-03-23,300465.SZ,12,11.690238326848274,140.28285992217928
2023-03-23,600569.SH,29,1.8585351562500048,53.89751953125014
2023-03-23,002535.SZ,78,2.8125265017667798,219.3770671378088
2023-03-23,002482.SZ,69,0.8169536423841058,56.3698013245033
2023-03-23,300947.SZ,67,2.2687727272727267,152.00777272727268
2023-03-23,300872.SZ,34,2.938482621194296,99.90840912060607
2023-03-23,300182.SZ,16,10.33398907103822,165.3438251366115
2023-03-24,000826.SZ,55,1.3143790322580615,72.29084677419338
2023-03-24,601588.SH,66,1.2283783783783782,81.07297297297296
2023-03-24,002042.SZ,1,1.4660270270270237,1.4660270270270237
2023-03-24,300465.SZ,12,11.896327821011695,142.75593385214034
2023-03-24,600569.SH,28,1.841533203125005,51.56292968750014
2023-03-24,002535.SZ,78,2.8450176678445174,221.91137809187236
2023-03-24,002482.SZ,69,0.8190783664459159,56.5164072847682
2023-03-24,300947.SZ,68,2.3490074798619087,159.7325086306098
2023-03-24,300872.SZ,34,3.0487573500587937,103.65774990199898
2023-03-24,300182.SZ,16,10.830566939890677,173.28907103825082
2023-03-27,000826.SZ,54,1.2965860215053735,70.01564516129017
2023-03-27,601588.SH,64,1.178746246246246,75.43975975975974
2023-03-27,300465.SZ,11,11.786478599221812,129.65126459143994
2023-03-27,600569.SH,27,1.7993554687500046,48.58259765625012
2023-03-27,002535.SZ,78,2.8902826855123616,225.4420494699642
2023-03-27,002482.SZ,68,0.80742825607064,54.90512141280352
2023-03-27,300947.SZ,66,2.2954936708860747,151.50258227848093
2023-03-27,300872.SZ,34,3.091816934535469,105.12177577420596
2023-03-27,300182.SZ,15,10.430211748633846,156.4531762295077
2023-03-28,000826.SZ,53,1.2705752688172016,67.34048924731168
2023-03-28,601588.SH,64,1.169872372372372,74.87183183183181
2023-03-28,300465.SZ,10,11.591750972762672,115.91750972762671
2023-03-28,600569.SH,27,1.786816406250005,48.244042968750136
2023-03-28,002535.SZ,78,2.956378091872786,230.59749116607733
2023-03-28,002482.SZ,67,0.7990066225165561,53.533443708609255
2023-03-28,300947.SZ,68,2.400244533947064,163.21662830840037
2023-03-28,300872.SZ,33,3.013470207761655,99.44451685613461
2023-03-28,300182.SZ,14,9.643920765027293,135.0148907103821
2023-03-29,000826.SZ,52,1.2375161290322554,64.35083870967728
2023-03-29,601588.SH,63,1.1565765765765763,72.8643243243243
2023-03-29,300465.SZ,9,11.196629377431927,100.76966439688735
2023-03-29,600569.SH,26,1.7514648437500042,45.53808593750011
2023-03-29,002535.SZ,76,2.8776325088339165,218.70007067137766
2023-03-29,002482.SZ,66,0.7916721854304632,52.250364238410576
2023-03-29,300947.SZ,65,2.311673475258917,150.2587758918296
2023-03-29,300872.SZ,33,3.109881092382065,102.62607604860814
2023-03-29,300182.SZ,14,9.595696721311448,134.3397540983603
2023-03-30,000826.SZ,51,1.2076075268817177,61.587983870967605
2023-03-30,601588.SH,62,1.1360360360360355,70.4342342342342
2023-03-30,300465.SZ,8,10.672996108949436,85.38396887159548
2023-03-30,600569.SH,26,1.734980468750004,45.1094921875001
2023-03-30,002535.SZ,73,2.694010600706709,196.66277385158975
2023-03-30,002482.SZ,65,0.7791832229580572,50.64690949227372
2023-03-30,300947.SZ,63,2.2269174338319897,140.29579833141534
2023-03-30,300872.SZ,32,3.0872892983143787,98.79325754606012
2023-03-30,300182.SZ,13,9.147540983606527,118.91803278688485
2023-03-31,000826.SZ,51,1.2211612903225777,62.279225806451464
2023-03-31,601588.SH,62,1.1404279279279277,70.70653153153151
2023-03-31,300465.SZ,8,11.091969844358,88.735758754864
2023-03-31,600569.SH,26,1.7639062500000044,45.86156250000012
2023-03-31,002535.SZ,74,2.7210600706713723,201.35844522968156
2023-03-31,002482.SZ,65,0.7833278145695362,50.91630794701985
2023-03-31,300947.SZ,65,2.374501726121978,154.3426121979286
2023-03-31,300872.SZ,32,3.0622510780086163,97.99203449627572
2023-04-03,000826.SZ,51,1.2429999999999974,63.39299999999987
2023-04-03,601588.SH,62,1.149219219219219,71.25159159159158
2023-04-03,300465.SZ,8,11.380077821011696,91.04062256809357
2023-04-03,600569.SH,26,1.7743066406250043,46.13197265625011
2023-04-03,002535.SZ,74,2.7554946996466376,203.9066077738512
2023-04-03,002482.SZ,65,0.7854139072847679,51.051903973509916
2023-04-03,300947.SZ,67,2.525864499424624,169.23292146144982
2023-04-03,300872.SZ,32,3.163512348098777,101.23239513916086
2023-04-04,002021.SZ,100,1.3487100000000032,134.87100000000032
2023-04-04,000826.SZ,50,1.2202580645161265,61.012903225806326
2023-04-04,601588.SH,62,1.1521621621621618,71.43405405405403
2023-04-04,300465.SZ,7,11.338399805447493,79.36879863813245
2023-04-04,600569.SH,26,1.7784667968750048,46.24013671875012
2023-04-04,002535.SZ,74,2.777738515901054,205.55265017667801
2023-04-04,002482.SZ,66,0.8095364238410593,53.42940397350991
2023-04-04,300947.SZ,65,2.4794275028768684,161.16278768699644
2023-04-04,300872.SZ,32,3.3132291258329984,106.02333202665595
2023-04-06,000826.SZ,50,1.2429999999999974,62.14999999999987
2023-04-06,601588.SH,61,1.127282282282282,68.76421921921921
2023-04-06,300465.SZ,6,10.701592898832706,64.20955739299623
2023-04-06,002021.SZ,98,1.299600000000003,127.3608000000003
2023-04-06,600569.SH,25,1.7329101562500044,43.322753906250114
2023-04-06,002535.SZ,73,2.7308480565370963,199.35190812720802
2023-04-06,002482.SZ,64,0.7948013245033109,50.867284768211896
2023-04-06,300947.SZ,63,2.391956271576523,150.69324510932094
2023-04-06,300872.SZ,31,3.2439455115640845,100.56231085848663
2023-04-07,000826.SZ,50,1.2965322580645136,64.82661290322568
2023-04-07,601588.SH,62,1.1550825825825826,71.61512012012012
2023-04-07,300465.SZ,6,11.05342412451364,66.32054474708184
2023-04-07,002021.SZ,99,1.3158600000000031,130.2701400000003
2023-04-07,600569.SH,25,1.7226562500000049,43.06640625000012
2023-04-07,002535.SZ,74,2.8049999999999944,207.5699999999996
2023-04-07,002482.SZ,63,0.7822958057395141,49.284635761589385
2023-04-07,300947.SZ,66,2.60552646720368,171.96474683544287
2023-04-07,300872.SZ,31,3.341424931399441,103.58417287338267
2023-04-10,000826.SZ,48,1.241150537634406,59.57522580645149
2023-04-10,601588.SH,61,1.1536336336336337,70.37165165165166
2023-04-10,300465.SZ,5,10.38548151750975,51.92740758754874
2023-04-10,002021.SZ,97,1.297800000000003,125.88660000000029
2023-04-10,600569.SH,24,1.6737500000000043,40.1700000000001
2023-04-10,002535.SZ,77,3.038215547703175,233.94259717314446
2023-04-10,002482.SZ,62,0.7719426048565119,47.860441501103736
2023-04-10,300947.SZ,64,2.5675989643268102,164.32633371691585
2023-04-10,300872.SZ,29,3.122775382203049,90.56048608388842
2023-04-11,000826.SZ,48,1.2384408602150512,59.44516129032246
2023-04-11,601588.SH,61,1.1609984984984982,70.82090840840839
2023-04-11,300465.SZ,5,10.392621595330764,51.96310797665382
2023-04-11,002021.SZ,97,1.3050100000000031,126.5859700000003
2023-04-11,600569.SH,24,1.6778125000000044,40.267500000000105
2023-04-11,002535.SZ,77,3.1274204946996407,240.81137809187234
2023-04-11,002482.SZ,61,0.763708609271523,46.5862251655629
2023-04-11,300947.SZ,65,2.6115189873417703,169.74873417721508
2023-04-11,300872.SZ,29,3.128626355677503,90.7301643146476
2023-04-12,000826.SZ,47,1.2347983870967716,58.03552419354826
2023-04-12,601588.SH,62,1.20268018018018,74.56617117117116
2023-04-12,300465.SZ,5,11.93480058365761,59.67400291828805
2023-04-12,002021.SZ,101,1.411700000000003,142.5817000000003
2023-04-12,600569.SH,24,1.7369921875000045,41.687812500000106
2023-04-12,002535.SZ,77,3.1748939929328563,244.46683745582993
2023-04-12,002482.SZ,60,0.7514348785871964,45.086092715231786
2023-04-12,300947.SZ,66,2.732046892980436,180.31509493670876
2023-04-12,300872.SZ,30,3.398028224225784,101.94084672677353
2023-04-13,000826.SZ,46,1.211223118279567,55.71626344086008
2023-04-13,601588.SH,62,1.2238288288288286,75.87738738738737
2023-04-13,300465.SZ,4,11.764494163424148,47.05797665369659
2023-04-13,002021.SZ,101,1.4364000000000032,145.07640000000032
2023-04-13,600569.SH,24,1.7556250000000049,42.13500000000012
2023-04-13,002535.SZ,78,3.214690812720841,250.74588339222558
2023-04-13,002482.SZ,59,0.7412913907284766,43.73619205298012
2023-04-13,300872.SZ,29,3.419664837318689,99.17028028224199
2023-04-14,000826.SZ,45,1.1977258064516103,53.89766129032246
2023-04-14,601588.SH,62,1.2390315315315312,76.81995495495494
2023-04-14,300465.SZ,3,11.51493190661481,34.54479571984443
2023-04-14,002021.SZ,101,1.4573300000000031,147.1903300000003
2023-04-14,600569.SH,24,1.7680664062500042,42.4335937500001
2023-04-14,002535.SZ,78,3.3708657243816185,262.92752650176624
2023-04-14,002482.SZ,59,0.7402814569536422,43.676605960264894
2023-04-14,300872.SZ,29,3.4144387821769144,99.01872468313051
2023-04-17,000826.SZ,44,1.1754032258064488,51.71774193548375
2023-04-17,601588.SH,62,1.2359834834834833,76.63097597597597
2023-04-17,300465.SZ,2,10.886035992217922,21.772071984435843
2023-04-17,002021.SZ,99,1.436400000000003,142.2036000000003
2023-04-17,600569.SH,24,1.7847265625000044,42.8334375000001
2023-04-17,002535.SZ,81,3.5559540636042324,288.0322791519428
2023-04-17,002482.SZ,57,0.7152097130242824,40.766953642384095
2023-04-17,300872.SZ,28,3.247458513001428,90.92883836403999
2023-04-18,000826.SZ,43,1.1453629032258037,49.250604838709556
2023-04-18,601588.SH,62,1.2420795795795792,77.0089339339339
2023-04-18,300465.SZ,1,10.632976653696522,10.632976653696522
2023-04-18,002021.SZ,102,1.4976000000000036,152.75520000000037
2023-04-18,600569.SH,23,1.7826269531250043,41.0004199218751
2023-04-18,002535.SZ,84,3.8619699646643033,324.40547703180147
2023-04-18,002482.SZ,57,0.7033554083885208,40.09125827814569
2023-04-18,300872.SZ,27,3.1179374101659394,84.18431007448036
2023-04-19,000826.SZ,43,1.1409999999999971,49.062999999999874
2023-04-19,601588.SH,61,1.2117117117117118,73.91441441441442
2023-04-19,300465.SZ,1,11.8712791828794,11.8712791828794
2023-04-19,002021.SZ,98,1.423160000000003,139.4696800000003
2023-04-19,600569.SH,22,1.7597656250000044,38.7148437500001
2023-04-19,002535.SZ,82,3.874293286219073,317.692049469964
2023-04-19,002482.SZ,56,0.6935430463576158,38.838410596026485
2023-04-19,300872.SZ,27,3.09841238729909,83.65713445707543
2023-04-20,000826.SZ,42,1.1079569892473091,46.53419354838698
2023-04-20,601588.SH,60,1.1922072072072072,71.53243243243243
2023-04-20,300465.SZ,1,13.664980544747108,13.664980544747108
2023-04-20,002021.SZ,98,1.4100000000000033,138.18000000000032
2023-04-20,600569.SH,21,1.7267578125000045,36.2619140625001
2023-04-20,002535.SZ,82,3.885954063604233,318.6482332155471
2023-04-20,002482.SZ,53,0.6444757174392934,34.157213024282555
2023-04-20,300872.SZ,26,3.087851169476014,80.28413040637636
2023-04-21,000826.SZ,40,1.052499999999997,42.09999999999988
2023-04-21,601588.SH,58,1.1565315315315317,67.07882882882883
2023-04-21,002021.SZ,96,1.3708500000000037,131.60160000000036
2023-04-21,600569.SH,20,1.6757617187500042,33.515234375000084
2023-04-21,002535.SZ,82,3.8421731448763183,315.0581978798581
2023-04-21,002482.SZ,52,0.6221026490066224,32.34933774834436
2023-04-21,300872.SZ,24,2.725498497321304,65.4119639357113
2023-04-24,000826.SZ,40,1.047548387096772,41.90193548387087
2023-04-24,601588.SH,57,1.111351351351351,63.34702702702701
2023-04-24,002021.SZ,96,1.3616000000000037,130.71360000000035
2023-04-24,600569.SH,19,1.6355859375000044,31.076132812500084
2023-04-24,002535.SZ,77,3.5727208480565307,275.09950530035286
2023-04-24,002482.SZ,49,0.5712417218543044,27.990844370860916
2023-04-24,300872.SZ,24,2.717052136417084,65.20925127401001
2023-04-25,000826.SZ,39,1.0258387096774169,40.00770967741926
2023-04-25,601588.SH,56,1.084054054054054,60.707027027027024
2023-04-25,002021.SZ,98,1.4061600000000034,137.80368000000033
2023-04-25,600569.SH,18,1.6037695312500038,28.867851562500068
2023-04-25,002535.SZ,76,3.4424469964664244,261.62597173144826
2023-04-25,300872.SZ,24,2.8722696981575777,68.93447275578187
2023-04-26,002482.SZ,200,0.5299999999999999,105.99999999999999
2023-04-26,000826.SZ,40,1.069403225806449,42.776129032257955
2023-04-26,601588.SH,56,1.081231231231231,60.54894894894894
